Job_Roles,text,avg_exp,salary,locations,skills
Machine Learning Engineer,machine learn engineer knowledge foundry anywhere india multiple locations nlp algorithms business analytics data scientist machine learn deep learn python,2.0,Not disclosed,"Anywhere in India, Multiple Locations","NLP
Algorithms
Business Analytics
Data Scientist
Machine Learning
Deep Learning
Python"
Machine Learning Engineer,machine learn engineer bidgely technologies private limit bengaluru product management computer science data analysis interpersonal skills machine learn intellectual property data mine matlab,7.5,Not disclosed,Bengaluru,"Product management
Computer science
Data analysis
Interpersonal skills
Machine learning
Intellectual property
Data mining
MATLAB"
Machine Learning Engineer,machine learn engineer xamplay bengaluru machine learn data visualization,5.0,Not disclosed,Bengaluru,"Machine learning
data visualization"
Analyst,analyst cars gurgaon gurugram data science predictive model studio data scientist data management big data tableau data analytics,3.0,Not disclosed,Gurgaon Gurugram,"Data Science
Predictive Modeling
R Studio
Data Scientist
Data Management
Big Data
Tableau
Data Analytics"
Data Scientist,data scientist boston consult group chennai delhi mumbai computer science analytical skills advance analytics sds data science artificial intelligence machine learn management consult,1.5,Not disclosed,"Chennai, Delhi, Mumbai","Computer science
Analytical skills
advanced analytics
SDS
data science
Artificial Intelligence
Machine learning
Management consulting"
Data Scientist,data scientist bigshyft hire geoiq bengaluru machine learn statistical model python,3.0,900000 - 1700000 ,Bengaluru,"R
Machine Learning ML
Statistical Modelling
Python"
Data Scientist,data scientist novotree mind consult pvt ltd bengaluru data science cnn rnn nlp artificial intelligence computer vision machine learn,3.0,Not disclosed,Bengaluru,"Data Science
Cnn
R
Rnn
NLP
Artificial Intelligence
Computer Vision
Machine Learning"
Data Scientist,data scientist bigshyft hire mobile program llc bengaluru algorithms mongodb statistical model python,5.0,1600000 - 2500000 ,Bengaluru,"R
Algorithms
MongoDB
Statistical Modelling
Python"
Data Scientist,data scientist bigshyft hire embibe bengaluru algorithms mongodb statistical model python,4.5,Not disclosed,Bengaluru,"R
Algorithms
MongoDB
Statistical Modelling
Python"
Analyst,analyst seabird logisolutions limit delhi ncr jasola power advance excel sql excel powerpoint data analysis database design data mine data collection,3.5,275000 - 325000 ,Delhi NCR(Jasola),"Power Bi
Advanced Excel
SQL
Excel Powerpoint
Data Analysis
Database Design
Data Mining
Data Collection"
Analyst,analyst hyrefox consultants pvt ltd jaipur business object google analytics cod mysql machine learn predictive model data mine business solutions,4.5,Not disclosed,Jaipur,"Business objects
Google Analytics
Coding
MySQL
Machine learning
Predictive modeling
Data mining
Business solutions"
Data Scientist,data scientist sgt university part dashmesh educational charitable trust delhi ncr delhi data science statistics python write skills team lead skills,1.5,Not disclosed,"Delhi NCR, Delhi","Data Science
Statistics
Python
R
Writing Skills
Team Leading Skills"
Data Scientist,data scientist harjai computers pvt ltd navi mumbai data scientist sql server python,2.5,Not disclosed,Navi Mumbai,"Data Scientist
SQL Server
Python"
Data Scientist,data scientist bigshyft hire worley mumbai algorithms spark machine learn python,7.5,2000000 - 3500000 ,Mumbai,"R
Algorithms
Spark
Machine Learning ML
Python"
Data Scientist,data scientist general mill inc mumbai data analysis data science analytical machine learn plsql mathematics html data mine,7.5,Not disclosed,Mumbai,"Data analysis
data science
Analytical
Machine learning
PLSQL
Mathematics
HTML
Data mining"
Data Scientist,data scientist lead data science firm chennai mumbai bengaluru hyderabad data science python team management process documentation algorithms artificial intelligence script languages,9.5,Not disclosed,"Chennai, Mumbai, Bengaluru, Hyderabad","Data Science
R
Python
Team Management
Process Documentation
Algorithms
Artificial Intelligence
Scripting Languages"
Machine Learning Engineer,machine learn engineer infiswift technologies pune computer science data analysis image process business analytics machine learn natural language process sensors big data,5.0,Not disclosed,Pune,"Computer science
Data analysis
Image processing
Business analytics
Machine learning
Natural language processing
Sensors
big data"
Machine Learning Engineer,machine learn engineer whiz pune erp analytical xml machine learn life sciences matlab forecast sql,11.0,Not disclosed,Pune,"ERP
Analytical
XML
Machine learning
Life sciences
MATLAB
Forecasting
SQL"
Data Scientist,data scientist tvs credit service limit chennai predictive model hadoop data transformation service data acquisition sql nosql machine learn,5.5,Not disclosed,Chennai,"Predictive Modeling
Hadoop
Data Transformation Services
Data Acquisition
SQL
R
NoSQL
Machine learning"
Analyst,analyst scienaptic systems bengaluru cvs market analytics automation business analytics machine learn data mine digital market forecast,6.0,Not disclosed,Bengaluru,"CVS
Marketing analytics
Automation
Business analytics
Machine learning
Data mining
Digital marketing
Forecasting"
Data Scientist,data scientist lymbyc bengaluru computer science computer vision operations research google api machine learn scala natural language process data mine,6.0,Not disclosed,Bengaluru,"Computer science
Computer vision
Operations research
google api
Machine learning
SCALA
Natural language processing
Data mining"
Data Scientist,data scientist bigshyft hire gamooga hyderabad nlp natural language process text mine machine learn python,5.0,1500000 - 3000000 ,Hyderabad,"NLP - Natural Language Processing
R
Text Mining
Machine Learning
Python"
Data Scientist,data scientist bigshyft hire merilytics hyderabad nlp natural language process text mine machine learn python,3.5,800000 - 1800000 ,Hyderabad,"NLP - Natural Language Processing
R
Text Mining
Machine Learning
Python"
Data Scientist,data scientist mazik tech solutions pvt ltd hyderabad image process cloud azure tesseract data bricks machine learn deep learn azure nltk nlp,2.0,Not disclosed,Hyderabad,"Image processing
Cloud-Azure
Tesseract. Data bricks
Machine Learning
Deep Learning
Azure ML
NLTK
NLP"
Data Scientist,data scientist meyrahkee pune mumbai bengaluru computer science gcp machine learn cloud manager technology workflow commerce data quality,5.0,Not disclosed,"Pune, Mumbai, Bengaluru","Computer science
GCP
Machine learning
Cloud
Manager Technology
Workflow
E-commerce
Data quality"
Data Scientist,data scientist hdfc ergo general insurance company limit mumbai suburbs data science application software data mine architectural design think leadership machine learn statistical analysis,7.5,Not disclosed,Mumbai Suburbs,"Data Science
Application Software
Data Mining
Architectural Design
Thought Leadership
Machine Learning
Statistical Analysis"
Data Scientist,data scientist interface infosoft solutions pvt ltd pune data science application software data mine architectural design think leadership machine learn statistical analysis,4.0,Not disclosed,Pune,"Data Science
Application Software
Data Mining
Architectural Design
Thought Leadership
Machine Learning
Statistical Analysis"
Data Scientist,data scientist nutanxt technologies pune bengaluru san data analysis python,15.0,Not disclosed,"Pune, Bengaluru","SAN
Data analysis
Python"
Machine Learning Engineer,machine learn engineer logica infotech kolkata unix san jquery linux sas data structure windows sql,7.5,Not disclosed,Kolkata,"Unix
SAN
jQuery
Linux
SAS
Data structures
Windows
SQL"
Data Scientist,data scientist parexel international india pvt ltd hyderabad olap data visualization tableau data model oltp data analytics grafana,5.5,Not disclosed,Hyderabad,"R
OLAP
Data Visualization
Tableau
Data Modeling
OLTP
Data Analytics
Grafana"
Data Scientist,data scientist icr india certifications private limit chennai bengaluru hyderabad olap data visualization tableau data model oltp data analytics grafana,1.5,300000 - 500000 ,"Chennai, Bengaluru, Hyderabad","R
OLAP
Data Visualization
Tableau
Data Modeling
OLTP
Data Analytics
Grafana"
Data Scientist,data scientist bigshyft hire zunroof tech private limit gurgaon statistical model deep learn python sql,5.5,1500000 - 2750000 ,Gurgaon,"R
Statistical Modelling
Deep Learning
Python
SQL"
Data Scientist,data scientist bigshyft hire zunroof tech private limit gurgaon statistical model deep learn python sql,2.0,800000 - 1200000 ,Gurgaon,"R
Statistical Modelling
Deep Learning
Python
SQL"
Data Scientist,data scientist onpoint corporate service gurgaon dataanaytics predictive model algorithm libraries data science engineer algorithm frameworks data analytics logistic regression natural language process,5.5,600000 - 1400000 ,Gurgaon,"Dataanaytics
Predictive Modeling
algorithm libraries
Data Science Engineer
algorithm frameworks
data analytics
Logistic Regression
Natural Language Processing"
Data Scientist,data scientist wieden kennedy delhi pune mumbai computer science text mine operations research data science neural network analytical machine learn data collection,4.5,Not disclosed,"Pune, Mumbai","Computer science
Text mining
Operations research
data science
Neural networks
Analytical
Machine learning
Data collection"
Data Scientist,data scientist statxo bengaluru gurgaon analytical skills advance analytics chemical industrial products manager technology market research office word vba,5.0,Not disclosed,"Bengaluru, Gurgaon","Analytical skills
advanced analytics
Chemical
Industrial products
Manager Technology
Market research
MS Office
Word VBA"
Machine Learning Engineer,machine learn engineer delhivery gurgaon algorithms operations simulation analytical machine learn tool cms,2.0,Not disclosed,Gurgaon,"algorithms
C++
operations
Simulation
Analytical
Machine learning
Tools
CMS"
Data Scientist,data scientist number theory software gurgaon computer vision deep learn software architecture image process data model cod neural network data structure,4.0,Not disclosed,Gurgaon,"Computer vision
deep learning
software architecture
Image processing
Data modeling
Coding
Neural networks
Data structures"
Data Scientist,data scientist kawa space mumbai bengaluru data analysis prototype gcp analytical machine learn data structure forecast,6.5,Not disclosed,"Mumbai, Bengaluru","GIS
Data analysis
Prototype
GCP
Analytical
Machine learning
Data structures
Forecasting"
Data Scientist,data scientist tata industries limit tata insights quants divison jamshedpur mumbai bengaluru data analysis data management html http information management data mine econometrics information technology,4.5,Not disclosed,"Jamshedpur, Mumbai, Bengaluru","Data analysis
Data management
HTML
HTTP
Information management
Data mining
Econometrics
Information technology"
